Numero,Sesso,Data di Nascita,Ora Nascita,Comune Nascita,Sigla Provincia o Stato Nascita,Comune Residenza,Sigla Provincia o Stato Residenza,Data Atto,Giorno Nascita,Giorno Settimana,Mese Nascita,Fascia Oraria
1,M,2024-01-01,01:39,Foggia,FG,Brennero,BZ,2024-01-08,1,Lunedi,Gennaio,Notte (00:00 - 05:59)
2,F,2024-01-03,14:13,Foggia,FG,Orta Nova,FG,2024-01-08,3,Mercoledi,Gennaio,Pomeriggio (12:00 - 17:59)
3,M,2024-01-04,12:25,Foggia,FG,Orsara Di Puglia,FG,2024-01-08,4,Giovedã¬,Gennaio,Pomeriggio (12:00 - 17:59)
4,F,2024-01-04,10:02,Foggia,FG,San Paolo Di Civitate,FG,2024-01-09,4,Giovedi,Gennaio,Mattina (06:00 - 11:59)
5,F,2024-01-04,14:35,Foggia,FG, Stornarella,FG,2024-01-09,4,Giovedi,Gennaio,Pomeriggio (12:00 - 17:59)
6,F,2024-01-06,08:10,Foggia,FG,San Giovanni Rotondo,FG,2024-01-09,6,Sabato,Gennaio,Mattina (06:00 - 11:59)
7,F,2024-01-05,13:30,Foggia,FG,Orsara Di Puglia,FG,2024-01-09,5,Venerdi,Gennaio,Pomeriggio (12:00 - 17:59)
8,F,2024-01-06,05:57,Foggia,FG,Rocchetta Sant'Antonio,FG,2024-01-09,6,Sabato,Gennaio,Notte (00:00 - 05:59)
9,M,2024-01-07,12:06,Foggia,FG,San Marco In Lamis,FG,2024-01-10,7,Domenica,Gennaio,Pomeriggio (12:00 - 17:59)
10,M,2024-01-06,09:38,Foggia,FG, Manfredonia,FG,2024-01-12,6,Sabato,Gennaio,Mattina (06:00 - 11:59)
11,M,2024-01-08,16:15,Foggia,FG,San Nicandro Garganico,FG,2024-01-16,8,Lunedi,Gennaio,Pomeriggio (12:00 - 17:59)
12,F,2024-01-06,03:29,Foggia,FG, Cerignola,FG,2024-01-16,6,Sabato,Gennaio,Notte (00:00 - 05:59)
13,F,2024-01-09,18:58,Foggia,FG,Cerignola,FG,2024-01-16,9,Martedi,Gennaio,Sera (18:00 - 23:59)
14,F,2024-01-12,10:07,Foggia,FG,Cho,ES,2024-01-16,12,Venerdi,Gennaio,Mattina (06:00 - 11:59)
15,F,2024-01-12,21:27,Foggia,FG,Torremaggiore,FG,2024-01-16,12,Venerd ,Gennaio,Sera (18:00 - 23:59)
16,M,2024-01-16,01:09,Foggia,FG,Manfredonia,FG,2024-01-16,16,Martedi,Gennaio,Notte (00:00 - 05:59)
17,F,2024-01-13,09:31,Foggia,FG,San Paolo Di Civitate,FG,2024-01-17,13,Sabato,Gennaio,Mattina (06:00 - 11:59)
18,M,2024-01-13,12:22,Foggia,FG, Lucera,FG,2024-01-17,13,Sabato,Gennaio,Pomeriggio (12:00 - 17:59)
19,F,2024-01-12,12:19,Foggia,FG,Orta Nova,FG,2024-01-19,12,Venerd ,Gennaio,Pomeriggio (12:00 - 17:59)
20,M,2024-01-14,02:48,Foggia,FG,Trinitapoli,BT,2024-01-19,14,Domenica,Gennaio,Notte (00:00 - 05:59)
21,M,2024-01-14,12:27,Foggia,FG,Orta Nova,FG,2024-01-19,14,Domenica,Gennaio,Pomeriggio (12:00 - 17:59)
22,M,2024-01-14,22:16,Foggia,FG,Orsara Di Puglia,FG,2024-01-22,14,Domenica,Gennaio,Sera (18:00 - 23:59)
23,M,2024-01-15,09:03,Foggia,FG,Roma,RM,2024-01-22,15,Luned ,Gennaio,Mattina (06:00 - 11:59)
24,M,2024-01-18,08:42,Foggia,FG,Empoli,FI,2024-01-22,18,Giovedi,Gennaio,Mattina (06:00 - 11:59)
25,F,2024-01-17,01:59,Foggia,FG,Lucera,FG,2024-01-23,17,Mercoledi,Gennaio,Notte (00:00 - 05:59)
26,F,2024-01-20,14:57,Foggia,FG,Montalto Uffugo,CS,2024-01-23,20,Sabato,Gennaio,Pomeriggio (12:00 - 17:59)
27,M,2024-01-18,20:14,Foggia,FG,Troia,FG,2024-01-23,18,Gioved ,Gennaio,Sera (18:00 - 23:59)
28,F,2024-01-19,21:12,Foggia,FG,Lucera,FG,2024-01-24,19,Venerd ,Gennaio,Sera (18:00 - 23:59)
29,M,2024-01-22,12:07,Foggia,FG,Frosinone,FR,2024-01-24,22,Luned ,Gennaio,Pomeriggio (12:00 - 17:59)
30,M,2024-01-21,16:26,Foggia,FG,Non Disponibile,Non Disponibile,2024-01-24,21,Domenica,Gennaio,Pomeriggio (12:00 - 17:59)
31,M,2024-01-22,08:07,Foggia,FG,Mattinata,FG,2024-01-24,22,Luned ,Gennaio,Mattina (06:00 - 11:59)
32,F,2024-01-23,20:39,Foggia,FG,Peschici,FG,2024-01-25,23,Marted ,Gennaio,Sera (18:00 - 23:59)
33,F,2024-01-22,07:40,Foggia,FG,Castelnuovo Della Daunia,FG,2024-01-25,22,Luned ,Gennaio,Mattina (06:00 - 11:59)
34,F,2024-01-21,02:46,Foggia,FG, Stornarella,FG,2024-01-25,21,Domenica,Gennaio,Notte (00:00 - 05:59)
35,F,2024-01-22,10:06,Foggia,FG,Ascoli Satriano,FG,2024-01-29,22,Luned ,Gennaio,Mattina (06:00 - 11:59)
36,F,2024-01-24,14:45,Foggia,FG,Manfredonia,FG,2024-01-29,24,Mercoled ,Gennaio,Pomeriggio (12:00 - 17:59)
37,F,2024-01-23,23:33,Foggia,FG,Non Disponibile,Non Disponibile,2024-01-29,23,Marted ,Gennaio,Sera (18:00 - 23:59)
38,M,2024-01-24,10:19,Foggia,FG,Cerignola,FG,2024-01-29,24,Mercoled ,Gennaio,Mattina (06:00 - 11:59)
39,F,2024-01-28,12:39,Foggia,FG,Orta Nova,FG,2024-01-29,28,Domenica,Gennaio,Pomeriggio (12:00 - 17:59)
40,F,2024-01-26,12:11,Foggia,FG,Volturino,FG,2024-01-29,26,Venerd ,Gennaio,Pomeriggio (12:00 - 17:59)
41,M,2024-01-24,22:01,Foggia,FG,Orta Nova,FG,2024-01-30,24,Mercoled ,Gennaio,Sera (18:00 - 23:59)
42,F,2024-01-26,16:29,Foggia,FG,Stornarella,FG,2024-01-30,26,Venerd ,Gennaio,Pomeriggio (12:00 - 17:59)
43,M,2024-01-27,19:50,Foggia,FG,Non Disponibile,Non Disponibile,2024-01-31,27,Sabato,Gennaio,Sera (18:00 - 23:59)
44,M,2024-01-28,03:38,Foggia,FG,Ancona,AN,2024-01-31,28,Domenica,Gennaio,Notte (00:00 - 05:59)
45,F,2024-01-29,11:19,Foggia,FG,Castelluccio Dei Sauri,FG,2024-02-01,29,Luned ,Gennaio,Mattina (06:00 - 11:59)
46,M,2024-01-29,10:08,Foggia,FG,Canosa Di Puglia,BT,2024-02-02,29,Luned ,Gennaio,Mattina (06:00 - 11:59)
47,M,2024-01-29,23:21,Foggia,FG,Manfredonia,FG,2024-02-02,29,Luned ,Gennaio,Sera (18:00 - 23:59)
48,F,2024-01-30,13:16,Foggia,FG,Vieste,FG,2024-02-05,30,Marted ,Gennaio,Pomeriggio (12:00 - 17:59)
49,M,2024-01-30,05:38,Foggia,FG,Orsara Di Puglia,FG,2024-02-05,30,Marted ,Gennaio,Notte (00:00 - 05:59)
50,M,2024-02-01,19:57,Foggia,FG,Tychy,PL,2024-02-05,1,Gioved ,Febbraio,Sera (18:00 - 23:59)
51,F,2024-01-31,15:55,Foggia,FG,Lucera,FG,2024-02-06,31,Mercoled ,Gennaio,Pomeriggio (12:00 - 17:59)
52,F,2024-02-04,17:07,Foggia,FG,Cerignola,FG,2024-02-06,4,Domenica,Febbraio,Pomeriggio (12:00 - 17:59)
53,M,2024-01-31,09:50,Foggia,FG,Torremaggiore,FG,2024-02-06,31,Mercoled ,Gennaio,Mattina (06:00 - 11:59)
54,M,2024-01-10,Orario Non Disponibile,Tychy,PL,Madrid,ES,2025-02-21,10,Mercoled ,Gennaio,Non Disponibile
55,F,2024-02-05,21:10,Foggia,FG,Vieste,FG,2024-02-07,5,Luned ,Febbraio,Sera (18:00 - 23:59)
56,M,2024-02-05,22:32,Foggia,FG,Bagnaria Arsa,UD,2024-02-09,5,Luned ,Febbraio,Sera (18:00 - 23:59)
57,F,2024-02-03,09:40,Foggia,FG,Stornarella,FG,2024-02-09,3,Sabato,Febbraio,Mattina (06:00 - 11:59)
58,F,2024-02-06,10:10,Foggia,FG,Rodi Garganico,FG,2024-02-09,6,Marted ,Febbraio,Mattina (06:00 - 11:59)
59,M,2024-02-08,01:28,Foggia,FG,Volturino,FG,2024-02-12,8,Gioved ,Febbraio,Notte (00:00 - 05:59)
60,M,2024-02-07,18:56,Foggia,FG,Lucera,FG,2024-02-12,7,Mercoled ,Febbraio,Sera (18:00 - 23:59)
61,F,2024-02-07,10:45,Foggia,FG,Non Disponibile,Non Disponibile,2024-02-12,7,Mercoled ,Febbraio,Mattina (06:00 - 11:59)
62,F,2024-02-11,04:46,Foggia,FG,San Marco In Lamis,FG,2024-02-12,11,Domenica,Febbraio,Notte (00:00 - 05:59)
63,M,2024-02-10,18:31,Foggia,FG, Maschito,PZ,2024-02-12,10,Sabato,Febbraio,Sera (18:00 - 23:59)
64,F,2024-02-10,23:38,Foggia,FG,Manfredonia,FG,2024-02-12,10,Sabato,Febbraio,Sera (18:00 - 23:59)
65,M,2024-02-09,08:56,Foggia,FG,Ascoli Satriano,FG,2024-02-13,9,Venerd ,Febbraio,Mattina (06:00 - 11:59)
66,M,2024-02-10,13:23,Foggia,FG,Vieste,FG,2024-02-14,10,Sabato,Febbraio,Pomeriggio (12:00 - 17:59)
67,F,2024-02-09,15:04,Foggia,FG,Orta Nova,FG,2024-02-16,9,Venerd ,Febbraio,Pomeriggio (12:00 - 17:59)
68,F,2024-02-12,09:29,Foggia,FG,Manfredonia,FG,2024-02-16,12,Luned ,Febbraio,Mattina (06:00 - 11:59)
69,M,2024-02-13,12:40,Foggia,FG,Castelluccio Dei Sauri,FG,2024-02-19,13,Marted ,Febbraio,Pomeriggio (12:00 - 17:59)
70,M,2024-02-15,06:52,Foggia,FG, Bari,BA,2024-02-19,15,Gioved ,Febbraio,Mattina (06:00 - 11:59)
71,F,2024-02-15,20:35,Foggia,FG,Apricena,FG,2024-02-19,15,Gioved ,Febbraio,Sera (18:00 - 23:59)
72,M,2024-02-17,18:22,Foggia,FG,Vieste,FG,2024-02-20,17,Sabato,Febbraio,Sera (18:00 - 23:59)
73,F,2024-02-18,04:17,Foggia,FG,Apricena,FG,2024-02-20,18,Domenica,Febbraio,Notte (00:00 - 05:59)
74,F,2024-02-16,11:55,Foggia,FG,Torremaggiore,FG,2024-02-21,16,Venerd ,Febbraio,Mattina (06:00 - 11:59)
75,M,2024-02-19,01:32,Foggia,FG,Cannes La Bocca,FR,2024-02-23,19,Luned ,Febbraio,Notte (00:00 - 05:59)
76,M,2024-02-18,17:09,Foggia,FG,Deliceto,FG,2024-02-23,18,Domenica,Febbraio,Pomeriggio (12:00 - 17:59)
77,M,2024-02-19,21:48,Foggia,FG,Lecce,LE,2024-02-26,19,Luned ,Febbraio,Sera (18:00 - 23:59)
78,M,2024-01-03,04:11,Cannes,FR,San Severo,FG,2024-01-05,3,Mercoled ,Gennaio,Notte (00:00 - 05:59)
79,F,2024-02-20,10:31,Foggia,FG,Roseto Valfortore,FG,2024-02-26,20,Marted ,Febbraio,Mattina (06:00 - 11:59)
80,M,2024-02-25,10:16,Foggia,FG, Vieste,FG,2024-02-26,25,Domenica,Febbraio,Mattina (06:00 - 11:59)
81,M,2024-02-20,16:41,Foggia,FG,Lesina,FG,2024-02-26,20,Marted ,Febbraio,Pomeriggio (12:00 - 17:59)
82,F,2024-02-23,16:34,Foggia,FG,Adeje,ES,2024-02-26,23,Venerd ,Febbraio,Pomeriggio (12:00 - 17:59)
83,F,2024-02-24,22:58,Foggia,FG,San Paolo Di Civitate,FG,2024-02-26,24,Sabato,Febbraio,Sera (18:00 - 23:59)
84,F,2024-01-19,13:39,Santa Cruz De Tenerife,ES,Bielefeld,DE,2025-02-03,19,Venerd ,Gennaio,Pomeriggio (12:00 - 17:59)
85,M,2024-02-23,06:15,Foggia,FG,Ripacandida,PZ,2024-02-26,23,Venerd ,Febbraio,Mattina (06:00 - 11:59)
86,M,2024-02-23,18:08,Foggia,FG,Cerignola,FG,2024-02-26,23,Venerd ,Febbraio,Sera (18:00 - 23:59)
87,F,2024-02-22,09:12,Foggia,FG,Manfredonia,FG,2024-02-27,22,Gioved ,Febbraio,Mattina (06:00 - 11:59)
88,M,2024-02-26,22:39,Foggia,FG,San Paolo Di Civitate,FG,2024-02-27,26,Luned ,Febbraio,Sera (18:00 - 23:59)
89,M,2024-02-25,13:53,Foggia,FG,Vico Del Gargano,FG,2024-02-28,25,Domenica,Febbraio,Pomeriggio (12:00 - 17:59)
90,F,2024-02-27,14:31,Foggia,FG,Lucera,FG,2024-02-28,27,Marted ,Febbraio,Pomeriggio (12:00 - 17:59)
91,F,2024-02-27,01:46,Foggia,FG,Cagnano Varano,FG,2024-03-01,27,Marted ,Febbraio,Notte (00:00 - 05:59)
92,F,2024-02-29,14:26,Foggia,FG,Lesina,FG,2024-03-01,29,Gioved ,Febbraio,Pomeriggio (12:00 - 17:59)
93,F,2024-02-29,17:01,Foggia,FG,Vieste,FG,2024-03-04,29,Gioved ,Febbraio,Pomeriggio (12:00 - 17:59)
94,M,2024-03-02,13:40,Foggia,FG,Lucera,FG,2024-03-04,2,Sabato,Marzo,Pomeriggio (12:00 - 17:59)
95,F,2024-03-02,06:01,Foggia,FG,Stornara,FG,2024-03-04,2,Sabato,Marzo,Mattina (06:00 - 11:59)
96,F,2024-03-02,04:19,Foggia,FG,Manfredonia,FG,2024-03-04,2,Sabato,Marzo,Notte (00:00 - 05:59)
97,F,2024-03-01,10:58,Foggia,FG,Lucera,FG,2024-03-04,1,Venerd ,Marzo,Mattina (06:00 - 11:59)
98,M,2024-03-01,17:44,Foggia,FG,Bari,BA,2024-03-05,1,Venerd ,Marzo,Pomeriggio (12:00 - 17:59)
99,M,2024-03-04,17:54,Foggia,FG,Lucera,FG,2024-03-05,4,Luned ,Marzo,Pomeriggio (12:00 - 17:59)
100,M,2024-03-04,04:05,Foggia,FG,Orta Nova,FG,2024-03-06,4,Luned ,Marzo,Notte (00:00 - 05:59)
101,M,2024-03-05,09:43,Foggia,FG,Stornarella,FG,2024-03-06,5,Marted ,Marzo,Mattina (06:00 - 11:59)
102,M,2024-03-04,19:08,Foggia,FG,Stornarella,FG,2024-03-07,4,Luned ,Marzo,Sera (18:00 - 23:59)
103,M,2024-03-06,16:49,Foggia,FG,Bari,BA,2024-03-07,6,Mercoled ,Marzo,Pomeriggio (12:00 - 17:59)
104,F,2024-03-05,16:30,Foggia,FG,Cerignola,FG,2024-03-07,5,Marted ,Marzo,Pomeriggio (12:00 - 17:59)
105,F,2024-03-05,13:28,Foggia,FG,Serracapriola,FG,2024-03-07,5,Marted ,Marzo,Pomeriggio (12:00 - 17:59)
106,F,2024-03-06,19:21,Foggia,FG,Cerignola,FG,2024-03-07,6,Mercoled ,Marzo,Sera (18:00 - 23:59)
107,F,2024-03-06,10:09,Foggia,FG,Manfredonia,FG,2024-03-08,6,Mercoled ,Marzo,Mattina (06:00 - 11:59)
108,M,2024-03-08,03:36,Foggia,FG,Atella,PZ,2024-03-08,8,Venerd ,Marzo,Notte (00:00 - 05:59)
109,F,2024-03-06,13:47,Foggia,FG,Trinitapoli,BT,2024-03-11,6,Mercoled ,Marzo,Pomeriggio (12:00 - 17:59)
110,F,2024-03-07,21:29,Foggia,FG,Massafra,TA,2024-03-11,7,Gioved ,Marzo,Sera (18:00 - 23:59)
111,M,2024-03-09,08:51,Foggia,FG,Lucera,FG,2024-03-11,9,Sabato,Marzo,Mattina (06:00 - 11:59)
112,M,2024-03-08,20:21,Foggia,FG,Lucera,FG,2024-03-11,8,Venerd ,Marzo,Sera (18:00 - 23:59)
113,F,2024-03-08,15:25,Foggia,FG,Massafra,TA,2024-03-11,8,Venerd ,Marzo,Pomeriggio (12:00 - 17:59)
114,M,2024-03-09,08:48,Foggia,FG,Lucera,FG,2024-03-11,9,Sabato,Marzo,Mattina (06:00 - 11:59)
115,M,2024-03-08,05:14,Foggia,FG,Manfredonia,FG,2024-03-11,8,Venerd ,Marzo,Notte (00:00 - 05:59)
116,F,2024-03-08,12:46,Foggia,FG,Orta Nova,FG,2024-03-11,8,Venerd ,Marzo,Pomeriggio (12:00 - 17:59)
117,M,2024-03-08,21:47,Foggia,FG,San Paolo Di Civitate,FG,2024-03-11,8,Venerd ,Marzo,Sera (18:00 - 23:59)
118,F,2024-03-08,19:06,Foggia,FG, Lucera,FG,2024-03-11,8,Venerd ,Marzo,Sera (18:00 - 23:59)
119,M,2024-03-07,16:10,Foggia,FG,Sosnowiec,PL,2024-03-12,7,Gioved ,Marzo,Pomeriggio (12:00 - 17:59)
120,F,2024-01-12,Orario Non Disponibile,Katowice,PL,Non Disponibile,Non Disponibile,2024-12-30,12,Venerd ,Gennaio,Non Disponibile
121,M,2024-03-12,23:10,Foggia,FG,San Ferdinando Di Puglia,BT,2024-03-14,12,Marted ,Marzo,Sera (18:00 - 23:59)
122,F,2024-03-11,13:38,Foggia,FG,Orta Nova,FG,2024-03-14,11,Luned ,Marzo,Pomeriggio (12:00 - 17:59)
123,M,2024-03-12,08:55,Foggia,FG,Orta Nova,FG,2024-03-14,12,Marted ,Marzo,Mattina (06:00 - 11:59)
124,F,2024-03-13,09:31,Foggia,FG,Ariano Irpino,AV,2024-03-15,13,Mercoled ,Marzo,Mattina (06:00 - 11:59)
125,F,2024-03-12,04:13,Foggia,FG,Candela,FG,2024-03-15,12,Marted ,Marzo,Notte (00:00 - 05:59)
126,F,2024-03-13,20:59,Foggia,FG,Torremaggiore,FG,2024-03-15,13,Mercoled ,Marzo,Sera (18:00 - 23:59)
127,M,2024-03-14,13:36,Foggia,FG,Bovino,FG,2024-03-15,14,Gioved ,Marzo,Pomeriggio (12:00 - 17:59)
128,F,2024-03-15,15:02,Foggia,FG,Troia,FG,2024-03-18,15,Venerd ,Marzo,Pomeriggio (12:00 - 17:59)
129,F,2024-03-16,13:23,Foggia,FG,Macerata,MC,2024-03-18,16,Sabato,Marzo,Pomeriggio (12:00 - 17:59)
130,M,2024-03-15,17:16,Foggia,FG,Vico Del Gargano,FG,2024-03-18,15,Venerd ,Marzo,Pomeriggio (12:00 - 17:59)
131,F,2024-03-16,10:51,Foggia,FG,Celle Di San Vito,FG,2024-03-18,16,Sabato,Marzo,Mattina (06:00 - 11:59)
132,M,2024-03-17,08:16,Foggia,FG,Biccari,FG,2024-03-19,17,Domenica,Marzo,Mattina (06:00 - 11:59)
133,M,2024-03-16,19:08,Foggia,FG,Carapelle,FG,2024-03-19,16,Sabato,Marzo,Sera (18:00 - 23:59)
134,M,2024-03-18,11:48,Foggia,FG,Pietramontecorvino,FG,2024-03-20,18,Luned ,Marzo,Mattina (06:00 - 11:59)
135,M,2024-03-23,20:17,Foggia,FG, Pescara,PE,2024-03-25,23,Sabato,Marzo,Sera (18:00 - 23:59)
136,M,2024-03-22,08:55,Foggia,FG,San Severo,FG,2024-03-25,22,Venerd ,Marzo,Mattina (06:00 - 11:59)
137,M,2024-03-23,10:23,Foggia,FG,Gradisca D'Isonzo,GO,2024-03-25,23,Sabato,Marzo,Mattina (06:00 - 11:59)
138,M,2024-03-22,12:48,Foggia,FG,Orta Nova,FG,2024-03-25,22,Venerd ,Marzo,Pomeriggio (12:00 - 17:59)
139,M,2024-03-22,21:32,Foggia,FG,Ascoli Satriano,FG,2024-03-25,22,Venerd ,Marzo,Sera (18:00 - 23:59)
140,M,2024-03-24,23:01,Foggia,FG,Termoli,CB,2024-03-26,24,Domenica,Marzo,Sera (18:00 - 23:59)
141,M,2024-03-23,14:38,Foggia,FG,Orsara Di Puglia,FG,2024-03-26,23,Sabato,Marzo,Pomeriggio (12:00 - 17:59)
142,F,2024-03-21,10:39,Foggia,FG,Orta Nova,FG,2024-03-26,21,Gioved ,Marzo,Mattina (06:00 - 11:59)
143,F,2024-03-24,07:42,Foggia,FG,Carapelle,FG,2024-03-26,24,Domenica,Marzo,Mattina (06:00 - 11:59)
144,F,2024-03-24,15:08,Foggia,FG,Candela,FG,2024-03-27,24,Domenica,Marzo,Pomeriggio (12:00 - 17:59)
145,F,2024-03-27,11:14,Foggia,FG,Lesina,FG,2024-03-28,27,Mercoled ,Marzo,Mattina (06:00 - 11:59)
146,F,2024-03-27,16:00,Foggia,FG,Vieste,FG,2024-03-28,27,Mercoled ,Marzo,Pomeriggio (12:00 - 17:59)
147,M,2024-03-26,17:02,Foggia,FG,Vieste,FG,2024-03-28,26,Marted ,Marzo,Pomeriggio (12:00 - 17:59)
148,F,2024-03-29,07:18,Foggia,FG,Vico Del Gargano,FG,2024-03-29,29,Venerd ,Marzo,Mattina (06:00 - 11:59)
149,F,2024-03-28,09:16,Foggia,FG,Lucera,FG,2024-03-29,28,Gioved ,Marzo,Mattina (06:00 - 11:59)
150,M,2024-03-29,09:48,Foggia,FG,Manfredonia,FG,2024-03-29,29,Venerd ,Marzo,Mattina (06:00 - 11:59)
151,F,2024-03-29,02:26,Foggia,FG,Lucera,FG,2024-03-29,29,Venerd ,Marzo,Notte (00:00 - 05:59)
152,F,2024-03-29,11:00,Foggia,FG,Parma,PR,2024-03-29,29,Venerd ,Marzo,Mattina (06:00 - 11:59)
153,M,2024-03-31,18:55,Foggia,FG,Carapelle,FG,2024-04-02,31,Domenica,Marzo,Sera (18:00 - 23:59)
154,F,2024-03-30,11:17,Foggia,FG,Sant'Agata Di Puglia,FG,2024-04-02,30,Sabato,Marzo,Mattina (06:00 - 11:59)
155,F,2024-03-29,22:53,Foggia,FG, Ordona,FG,2024-04-03,29,Venerd ,Marzo,Sera (18:00 - 23:59)
156,F,2024-04-05,16:12,Foggia,FG,Canosa Di Puglia,BT,2024-04-08,5,Venerd ,Aprile,Pomeriggio (12:00 - 17:59)
157,F,2024-04-05,21:17,Foggia,FG,Lucera,FG,2024-04-08,5,Venerd ,Aprile,Sera (18:00 - 23:59)
158,F,2024-04-05,14:11,Foggia,FG,Stornara,FG,2024-04-08,5,Venerd ,Aprile,Pomeriggio (12:00 - 17:59)
